Gender,Religion_ID,Marital_Status,Designation_ID,Status,Employment_Type,Designation,Year_of_Birth,Joined_Date,Joined_Month,Joined_Year,Inactive_Day,Inactive_Month,Inactive_Year,Employment_Category_Labour,Employment_Category_Management,Employment_Category_Staff
1,3,1,1,0,0,Skilled Labor,1994,14,5,2020,23.0,6.0,2020.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1978,1,2,2021,31.0,3.0,2021.0,1,0,0
1,1,1,30,0,0,Semi Skilled Labor,1966,23,11,2019,9.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1983,25,11,2019,18.0,12.0,2020.0,1,0,0
1,1,1,1,0,0,Skilled Labor,1969,1,2,2021,31.0,3.0,2021.0,1,0,0
1,3,1,33,0,0,Site Engineer,1982,15,6,2020,14.0,7.0,2022.0,0,0,1
1,1,0,8,0,0,Quantity Surveyor,1992,20,6,2020,10.0,12.0,2020.0,0,0,1
1,4,0,27,0,0,Supervisor,1995,23,6,2020,17.0,9.0,2020.0,0,0,1
1,1,1,24,0,0,Driver,1995,24,6,2020,7.0,8.0,2020.0,0,0,1
1,1,0,108,0,0,QAQC Engineer,1991,1,7,2020,19.0,11.0,2020.0,0,0,1
1,3,1,6,0,0,Project Manager,1953,16,6,2020,3.0,11.0,2020.0,0,0,1
1,3,1,8,0,0,Quantity Surveyor,1989,13,7,2020,29.0,1.0,2022.0,0,0,1
1,1,1,64,0,0,Safety Officer,1975,24,6,2020,26.0,1.0,2021.0,0,0,1
1,1,1,62,0,0,S/Skill,1957,1,6,2020,30.0,6.0,2020.0,1,0,0
1,1,1,24,0,0,Driver,1980,8,6,2020,15.0,10.0,2021.0,0,0,1
0,1,1,138,1,0,Receptionist,1994,10,7,2020,,,,0,0,1
0,1,1,17,0,0,Account Executive,1989,23,7,2020,2.0,11.0,2020.0,0,0,1
1,4,1,104,0,0,Accountant,1985,6,8,2020,23.0,10.0,2020.0,0,1,0
1,3,0,140,0,0,Surveyor Trainee,1994,22,6,2020,28.0,11.0,2020.0,0,0,1
1,1,0,8,0,0,Quantity Surveyor,1992,10,8,2020,30.0,9.0,2022.0,0,0,1
1,1,0,93,0,0,Transport Assistant,1998,10,8,2020,15.0,3.0,2021.0,0,0,1
1,3,1,30,0,0,Semi Skilled Labor,1959,8,8,2020,28.0,9.0,2020.0,1,0,0
1,3,1,36,0,0,Engineer Assistant,1979,27,8,2020,31.0,10.0,2020.0,0,0,1
1,4,1,31,0,0,Unskilled Labor,1993,19,8,2020,22.0,9.0,2020.0,1,0,0
1,4,1,1,0,0,Skilled Labor,1977,11,8,2020,26.0,9.0,2020.0,1,0,0
1,3,1,31,0,0,Unskilled Labor,1992,20,8,2020,21.0,9.0,2020.0,1,0,0
1,4,0,84,0,0,HR Executive,1991,9,9,2020,16.0,12.0,2020.0,0,0,1
1,1,0,22,0,0,Technical Officer,1992,11,9,2020,21.0,2.0,2021.0,0,0,1
1,1,1,7,0,0,Store Keeper,1980,15,9,2020,30.0,9.0,2021.0,0,0,1
0,1,0,177,1,0,Junior HR Executive,1999,1,12,2020,,,,0,0,1
1,1,0,33,0,0,Site Engineer,1993,21,9,2020,12.0,2.0,2021.0,0,0,1
1,1,1,24,0,0,Driver,1975,8,9,2020,30.0,11.0,2020.0,0,0,1
1,1,0,70,0,0,Data Entry Operator,1998,2,10,2020,3.0,10.0,2020.0,0,0,1
1,1,1,8,0,0,Quantity Surveyor,1982,5,10,2020,7.0,8.0,2021.0,0,0,1
1,1,1,144,0,0,Tractor Driver cum Mechanic,1967,6,10,2020,31.0,12.0,2020.0,0,0,1
1,1,1,24,0,0,Driver,1983,14,7,2020,26.0,9.0,2020.0,0,0,1
1,3,0,146,0,0,Assistant Site Engineer,2005,9,10,2020,31.0,8.0,2021.0,0,0,1
1,1,1,7,0,0,Store Keeper,1988,19,10,2020,24.0,10.0,2020.0,0,0,1
1,1,0,33,0,0,Site Engineer,1994,19,10,2020,21.0,7.0,2021.0,0,0,1
1,1,1,48,0,0,Draughtsman,1984,19,10,2020,23.0,11.0,2020.0,0,0,1
1,1,0,27,0,0,Supervisor,1997,17,10,2020,31.0,10.0,2020.0,0,0,1
0,1,0,147,0,0,Trainee Technical Officer,1993,28,10,2020,29.0,1.0,2021.0,0,0,1
1,1,1,176,0,0,Logistic & Operations Supervisor,1983,9,11,2020,31.0,5.0,2022.0,0,0,1
1,1,0,8,0,0,Quantity Surveyor,1990,9,11,2020,10.0,12.0,2020.0,0,0,1
1,1,0,27,0,0,Supervisor,1998,9,11,2020,22.0,9.0,2021.0,0,0,1
1,1,0,27,0,0,Supervisor,1997,9,11,2020,1.0,12.0,2020.0,0,0,1
1,1,0,40,0,0,Purchasing Officer,1996,11,11,2020,27.0,9.0,2021.0,0,0,1
1,5,1,22,0,0,Technical Officer,1985,18,11,2020,26.0,1.0,2022.0,0,0,1
1,1,1,80,1,0,Driver - cab,1968,18,11,2020,,,,0,0,1
1,1,1,43,0,0,Operator - JCB,1991,18,11,2020,30.0,11.0,2020.0,0,0,1
1,1,1,1,0,0,Skilled Labor,1971,17,11,2020,5.0,9.0,2021.0,1,0,0
1,1,0,22,0,0,Technical Officer,2000,25,11,2020,22.0,1.0,2021.0,0,0,1
1,1,0,48,1,0,Draughtsman,1995,1,12,2020,,,,0,0,1
1,1,0,95,1,0,Welder,1998,3,12,2020,,,,0,0,1
1,1,0,24,0,0,Driver,1999,9,12,2020,31.0,8.0,2021.0,0,0,1
0,1,0,17,0,0,Account Executive,1993,14,12,2020,13.0,8.0,2021.0,0,0,1
0,1,1,149,0,0,HR Consultant-Payroll,1970,23,11,2020,30.0,6.0,2021.0,0,0,1
1,1,0,27,0,0,Supervisor,1995,16,12,2020,24.0,12.0,2021.0,0,0,1
1,1,1,8,0,0,Quantity Surveyor,1987,11,12,2020,11.0,3.0,2021.0,0,0,1
1,5,1,36,1,0,Engineer Assistant,1983,19,12,2020,,,,0,0,1
0,1,1,120,0,0,HR Manager,1976,2,10,2020,31.0,3.0,2021.0,0,1,0
1,3,0,33,0,0,Site Engineer,1995,28,12,2020,31.0,7.0,2021.0,0,0,1
1,1,0,89,0,0,Planning Engineer,1993,6,1,2021,16.0,8.0,2021.0,0,0,1
1,1,0,22,0,0,Technical Officer,1991,7,1,2021,31.0,5.0,2021.0,0,0,1
1,1,1,8,0,0,Quantity Surveyor,1985,11,1,2021,24.0,4.0,2021.0,0,0,1
1,1,1,17,0,0,Account Executive,1986,15,1,2021,19.0,1.0,2021.0,0,0,1
1,3,1,22,0,0,Technical Officer,1989,15,1,2021,31.0,12.0,2021.0,0,0,1
1,1,1,6,0,0,Project Manager,1964,25,1,2021,28.0,2.0,2022.0,0,0,1
1,1,1,153,1,0,Store Labour,1994,1,2,2021,,,,1,0,0
1,1,0,17,0,0,Account Executive,1994,5,2,2021,31.0,7.0,2021.0,0,0,1
1,3,1,36,0,0,Engineer Assistant,1994,20,2,2021,22.0,6.0,2021.0,0,0,1
1,1,1,66,0,0,HR & Admin Officer,1975,16,2,2021,15.0,8.0,2021.0,0,1,0
1,1,1,78,0,0,Assistant Accountant,1990,11,3,2021,21.0,7.0,2021.0,0,1,0
1,3,1,7,0,0,Store Keeper,1996,12,3,2021,1.0,4.0,2022.0,0,0,1
1,1,1,122,0,0,Security,1980,4,2,2021,30.0,6.0,2022.0,1,0,0
1,1,1,55,0,0,Fitter,1997,1,2,2021,31.0,10.0,2021.0,1,0,0
1,1,1,134,0,0,Caretaker,1952,12,3,2021,19.0,4.0,2022.0,1,0,0
1,1,1,48,1,0,Draughtsman,1978,22,3,2021,,,,0,0,1
1,1,1,108,0,0,QAQC Engineer,1983,2,4,2021,25.0,6.0,2022.0,0,0,1
1,1,1,22,1,0,Technical Officer,1987,5,4,2021,,,,0,0,1
1,1,1,104,0,0,Accountant,1989,19,4,2021,25.0,8.0,2021.0,0,1,0
1,1,0,9,0,0,Assistance QS,1995,19,4,2021,12.0,8.0,2021.0,0,0,1
1,1,1,1,0,0,Skilled Labor,1964,24,4,2021,31.0,10.0,2021.0,1,0,0
1,1,1,162,0,0,Chief Project Officer,1970,20,4,2021,10.0,12.0,2021.0,0,1,0
1,1,1,163,0,0,Manager Transport and Logistic,1975,27,4,2021,19.0,8.0,2021.0,0,1,0
0,1,0,161,0,0,QS Contract,1992,27,4,2021,31.0,8.0,2021.0,0,0,1
1,1,1,27,0,0,Supervisor,1969,11,5,2021,31.0,1.0,2022.0,0,0,1
1,1,1,27,0,0,Supervisor,1963,11,5,2021,14.0,8.0,2021.0,0,0,1
1,1,1,31,0,0,Unskilled Labor,1981,14,5,2021,21.0,11.0,2022.0,1,0,0
1,3,1,30,0,0,Semi Skilled Labor,1954,3,5,2021,31.0,10.0,2021.0,1,0,0
1,3,1,30,0,0,Semi Skilled Labor,1992,5,5,2021,31.0,10.0,2021.0,1,0,0
1,1,1,43,0,0,Operator - JCB,1980,18,5,2021,12.0,3.0,2022.0,1,0,0
1,5,1,8,0,0,Quantity Surveyor,1993,17,5,2021,17.0,12.0,2022.0,0,0,1
1,3,1,122,1,0,Security,1983,6,2,2021,,,,1,0,0
1,3,1,122,1,0,Security,1983,6,2,2021,,,,1,0,0
1,1,1,122,0,0,Security,1978,21,5,2021,26.0,7.0,2022.0,1,0,0
1,1,1,122,0,0,Security,1979,21,5,2021,28.0,11.0,2022.0,1,0,0
1,1,1,24,0,0,Driver,1968,13,5,2021,8.0,4.0,2022.0,1,0,0
1,1,1,122,0,0,Security,1992,24,5,2021,6.0,5.0,2022.0,1,0,0
1,1,1,55,0,0,Fitter,1975,2,6,2021,26.0,3.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1959,2,6,2021,31.0,10.0,2021.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1976,1,6,2021,31.0,12.0,2021.0,1,0,0
1,1,1,29,0,0,Cook,1983,1,6,2021,23.0,7.0,2022.0,1,0,0
1,3,1,33,0,0,Site Engineer,1994,5,6,2021,17.0,1.0,2022.0,0,0,1
1,1,1,31,0,0,Unskilled Labor,1983,10,6,2021,2.0,4.0,2022.0,1,0,0
1,1,1,4,0,0,Bar Bender,1958,10,6,2021,31.0,12.0,2021.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1987,8,6,2021,11.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1978,14,6,2021,1.0,4.0,2022.0,1,0,0
1,1,1,124,0,0,Mason,1977,14,6,2021,8.0,4.0,2022.0,1,0,0
1,1,1,124,0,0,Mason,1969,14,6,2021,8.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1981,15,6,2021,11.0,4.0,2022.0,1,0,0
1,1,0,31,0,0,Unskilled Labor,2003,1,6,2021,15.0,2.0,2022.0,1,0,0
1,1,0,31,0,0,Unskilled Labor,2002,2,6,2021,9.0,4.0,2022.0,1,0,0
1,1,0,31,0,0,Unskilled Labor,2002,2,6,2021,3.0,1.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1994,2,6,2021,16.0,6.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1958,3,6,2021,17.0,6.0,2022.0,1,0,0
1,1,1,31,1,0,Unskilled Labor,1962,3,6,2021,,,,1,0,0
1,1,1,31,0,0,Unskilled Labor,1963,5,6,2021,9.0,4.0,2022.0,1,0,0
1,1,1,30,0,0,Semi Skilled Labor,1998,14,6,2021,31.0,12.0,2021.0,1,0,0
1,1,0,31,0,0,Unskilled Labor,2001,14,6,2021,23.0,2.0,2022.0,1,0,0
1,1,1,55,0,0,Fitter,1998,14,6,2021,9.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1971,15,6,2021,31.0,10.0,2021.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1968,18,6,2021,30.0,4.0,2022.0,1,0,0
1,3,1,31,0,0,Unskilled Labor,1978,21,6,2021,30.0,3.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1962,4,6,2021,30.0,3.0,2022.0,1,0,0
1,1,1,80,1,0,Driver - cab,1965,15,6,2021,,,,1,0,0
1,1,1,31,0,0,Unskilled Labor,1965,17,6,2021,30.0,4.0,2022.0,1,0,0
1,1,1,55,0,0,Fitter,1961,18,6,2021,4.0,6.0,2022.0,1,0,0
0,1,1,31,0,0,Unskilled Labor,1998,23,6,2021,16.0,3.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1972,7,6,2021,31.0,10.0,2021.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1962,2,6,2021,31.0,3.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1967,30,6,2021,26.0,3.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1983,28,6,2021,1.0,4.0,2022.0,1,0,0
1,1,1,90,0,0,Assistant manager - HR,1990,18,6,2021,28.0,2.0,2022.0,0,0,1
1,1,1,124,0,0,Mason,1974,28,6,2021,7.0,4.0,2022.0,1,0,0
1,1,1,31,1,0,Unskilled Labor,1959,1,7,2021,,,,1,0,0
1,1,1,33,1,0,Site Engineer,1994,29,6,2021,,,,0,0,1
1,1,1,124,0,0,Mason,1969,2,7,2021,31.0,3.0,2022.0,1,0,0
1,1,0,31,0,0,Unskilled Labor,2001,5,7,2021,29.0,3.0,2022.0,1,0,0
1,1,1,24,0,0,Driver,1988,1,7,2021,26.0,2.0,2022.0,1,0,0
1,1,1,124,0,0,Mason,1983,1,6,2021,4.0,6.0,2022.0,1,0,0
1,1,0,31,0,0,Unskilled Labor,2001,8,7,2021,23.0,2.0,2022.0,1,0,0
0,1,0,125,0,0,Data Colector,1998,12,7,2021,31.0,12.0,2021.0,1,0,0
1,1,1,167,0,0,IT Consultant,1993,1,4,2021,30.0,6.0,2022.0,0,1,0
1,1,1,31,0,0,Unskilled Labor,1954,14,7,2021,31.0,12.0,2021.0,1,0,0
1,1,0,139,0,0,Surveyor Helper,1995,15,7,2021,21.0,4.0,2022.0,1,0,0
0,1,0,112,0,0,Data Entry Executive,1998,15,7,2021,30.0,11.0,2022.0,0,0,1
1,1,1,49,1,0,Junior Technical Officer,1991,14,7,2021,,,,0,0,1
1,1,1,24,0,0,Driver,1975,7,7,2021,1.0,10.0,2021.0,0,0,1
1,5,0,89,1,0,Planning Engineer,1994,12,7,2021,,,,0,0,1
1,1,1,7,0,0,Store Keeper,1979,16,7,2021,21.0,7.0,2021.0,0,0,1
1,1,1,6,1,0,Project Manager,1986,16,7,2021,,,,0,0,1
1,1,1,31,0,0,Unskilled Labor,1974,19,7,2021,8.0,2.0,2022.0,1,0,0
1,1,1,7,0,0,Store Keeper,1969,19,7,2021,21.0,7.0,2021.0,0,0,1
1,1,0,158,0,0,Assistant QS,1994,20,7,2021,21.0,12.0,2021.0,0,0,1
1,1,1,31,0,0,Unskilled Labor,1958,19,7,2021,8.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1978,1,7,2021,10.0,6.0,2022.0,1,0,0
1,1,0,49,0,0,Junior Technical Officer,1996,26,7,2021,4.0,12.0,2021.0,0,0,1
1,3,0,36,0,0,Engineer Assistant,1994,28,7,2021,7.0,12.0,2021.0,0,0,1
1,1,1,31,0,0,Unskilled Labor,1983,30,7,2021,31.0,12.0,2021.0,1,0,0
1,1,1,43,0,0,Operator - JCB,1994,29,7,2021,21.0,2.0,2022.0,1,0,0
1,5,1,124,0,0,Mason,1980,2,8,2021,31.0,12.0,2021.0,1,0,0
0,1,0,125,0,0,Data Colector,1983,30,7,2021,9.0,5.0,2022.0,1,0,0
0,1,0,125,0,0,Data Colector,1983,2,8,2021,22.0,4.0,2022.0,1,0,0
1,1,1,78,0,0,Assistant Accountant,1987,2,8,2021,9.0,12.0,2021.0,0,0,1
1,1,0,33,0,0,Site Engineer,1993,2,8,2021,3.0,8.0,2021.0,0,0,1
1,1,0,36,0,0,Engineer Assistant,1991,2,8,2021,21.0,1.0,2022.0,0,0,1
1,1,1,31,0,0,Unskilled Labor,1969,30,7,2021,15.0,11.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1971,3,8,2021,30.0,4.0,2022.0,1,0,0
1,1,1,54,0,0,Lab Technician,1991,28,7,2021,11.0,11.0,2021.0,0,0,1
1,1,0,36,1,0,Engineer Assistant,1995,5,8,2021,,,,0,0,1
0,1,1,25,1,0,Document Controller,1983,2,8,2021,,,,1,0,0
1,3,0,31,0,0,Unskilled Labor,1997,8,8,2021,25.0,2.0,2022.0,1,0,0
1,1,1,6,1,0,Project Manager,1967,9,8,2021,,,,0,0,1
1,1,0,22,0,0,Technical Officer,1996,9,8,2021,13.0,8.0,2021.0,0,0,1
1,1,1,22,1,0,Technical Officer,1990,9,8,2021,,,,0,0,1
1,5,1,31,0,0,Unskilled Labor,1964,10,8,2021,19.0,5.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1969,11,8,2021,5.0,5.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1984,11,8,2021,7.0,2.0,2022.0,1,0,0
0,1,0,170,0,0,Planning Engineer cum QAQC,1996,11,8,2021,14.0,7.0,2022.0,0,0,1
1,3,1,29,0,0,Cook,1985,13,8,2021,23.0,10.0,2021.0,1,0,0
1,1,1,124,0,0,Mason,1996,13,8,2021,5.0,4.0,2022.0,1,0,0
1,1,1,124,0,0,Mason,1990,13,8,2021,5.0,5.0,2022.0,1,0,0
1,1,1,168,1,0,Planning Executive,1982,17,8,2021,,,,0,0,1
1,1,1,158,0,0,Assistant QS,1995,19,8,2021,30.0,4.0,2022.0,0,0,1
1,1,0,31,0,0,Unskilled Labor,1993,17,8,2021,31.0,10.0,2021.0,1,0,0
1,1,1,124,0,0,Mason,1963,20,8,2021,9.0,5.0,2022.0,1,0,0
1,1,1,124,0,0,Mason,1968,20,8,2021,6.0,6.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1991,21,8,2021,2.0,4.0,2022.0,1,0,0
1,1,0,31,0,0,Unskilled Labor,1991,21,8,2021,9.0,5.0,2022.0,1,0,0
1,1,1,124,0,0,Mason,1975,21,8,2021,2.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1974,21,8,2021,30.0,11.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1966,23,8,2021,30.0,4.0,2022.0,1,0,0
1,1,1,31,0,1,Unskilled Labor,1978,23,8,2021,7.0,5.0,2022.0,1,0,0
1,1,1,124,0,0,Mason,1955,23,8,2021,2.0,4.0,2022.0,1,0,0
1,1,1,124,0,0,Mason,1975,23,8,2021,1.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1967,23,8,2021,2.0,4.0,2022.0,1,0,0
1,1,1,22,0,0,Technical Officer,1994,23,8,2021,30.0,4.0,2022.0,0,0,1
1,1,1,122,0,0,Security,1978,20,8,2021,16.0,3.0,2022.0,1,0,0
1,1,0,129,1,0,Stores Helper,1997,20,8,2021,,,,1,0,0
0,1,1,31,0,0,Unskilled Labor,1988,21,8,2021,31.0,10.0,2021.0,1,0,0
1,1,1,124,0,0,Mason,1955,25,8,2021,7.0,5.0,2022.0,1,0,0
1,1,1,24,0,0,Driver,1976,17,8,2021,22.0,3.0,2022.0,1,0,0
1,1,0,31,0,0,Unskilled Labor,2003,20,8,2021,20.0,1.0,2022.0,1,0,0
1,1,1,24,0,0,Driver,1986,26,8,2021,10.0,2.0,2022.0,1,0,0
1,1,1,24,0,0,Driver,1977,26,8,2021,9.0,4.0,2022.0,1,0,0
1,1,0,56,1,0,Helper,2002,31,8,2021,,,,1,0,0
1,3,0,31,1,0,Unskilled Labor,2002,27,8,2021,,,,1,0,0
1,1,1,31,0,0,Unskilled Labor,1972,25,8,2021,31.0,10.0,2021.0,1,0,0
1,1,1,22,1,0,Technical Officer,1989,31,8,2021,,,,0,0,1
1,1,1,31,0,0,Unskilled Labor,1994,13,8,2021,31.0,10.0,2021.0,1,0,0
1,3,0,31,1,0,Unskilled Labor,2002,27,8,2021,,,,1,0,0
1,1,0,124,0,0,Mason,1983,1,9,2021,7.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1966,1,9,2021,31.0,3.0,2022.0,1,0,0
1,1,0,31,0,0,Unskilled Labor,1983,1,9,2021,29.0,3.0,2022.0,1,0,0
1,1,0,31,0,0,Unskilled Labor,1985,2,9,2021,30.0,4.0,2022.0,1,0,0
1,1,1,78,0,0,Assistant Accountant,1985,1,9,2021,6.0,5.0,2022.0,0,0,1
1,1,1,83,0,0,Mechanical Engineer,1993,1,9,2021,18.0,12.0,2021.0,0,0,1
1,1,1,33,0,0,Site Engineer,1994,1,9,2021,27.0,12.0,2021.0,0,0,1
1,1,1,22,0,0,Technical Officer,1986,1,9,2021,1.0,10.0,2021.0,0,0,1
1,1,1,124,0,0,Mason,1991,6,9,2021,9.0,4.0,2022.0,1,0,0
1,1,1,6,0,0,Project Manager,1982,8,9,2021,7.0,9.0,2022.0,0,0,1
1,1,1,31,0,0,Unskilled Labor,1969,9,9,2021,30.0,3.0,2022.0,1,0,0
1,1,1,43,0,0,Operator - JCB,1991,4,9,2021,29.0,3.0,2022.0,1,0,0
1,1,0,124,0,0,Mason,2000,10,9,2021,7.0,4.0,2022.0,1,0,0
1,1,0,31,0,0,Unskilled Labor,1997,10,9,2021,11.0,2.0,2022.0,1,0,0
1,1,1,33,0,0,Site Engineer,1950,1,9,2021,14.0,3.0,2022.0,0,0,1
1,1,1,24,1,0,Driver,1987,1,9,2021,,,,1,0,0
1,1,0,31,0,0,Unskilled Labor,1999,1,9,2021,31.0,10.0,2021.0,1,0,0
1,1,1,124,0,0,Mason,1958,13,9,2021,7.0,4.0,2022.0,1,0,0
1,1,1,124,0,0,Mason,1973,13,9,2021,10.0,4.0,2022.0,1,0,0
1,5,1,89,0,0,Planning Engineer,1994,13,9,2021,14.0,9.0,2021.0,0,0,1
1,1,1,22,1,0,Technical Officer,1993,13,9,2021,,,,0,0,1
1,1,1,173,0,0,Trainee Safety Officer,1995,6,9,2021,1.0,1.0,2022.0,0,0,1
1,1,0,31,0,0,Unskilled Labor,1977,14,9,2021,9.0,5.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1974,14,9,2021,31.0,12.0,2021.0,1,0,0
1,1,1,41,1,0,Electrician,1968,1,9,2021,,,,1,0,0
1,1,0,41,0,0,Electrician,1979,13,9,2021,8.0,4.0,2022.0,1,0,0
1,3,0,31,1,0,Unskilled Labor,1996,15,9,2021,,,,1,0,0
1,1,1,1,0,0,Skilled Labor,1983,16,9,2021,1.0,4.0,2022.0,1,0,0
1,4,1,1,0,0,Skilled Labor,1983,16,9,2021,7.0,4.0,2022.0,1,0,0
1,3,1,31,0,0,Unskilled Labor,1983,17,9,2021,30.0,3.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1983,21,9,2021,7.0,4.0,2022.0,1,0,0
1,1,1,30,1,0,Semi Skilled Labor,1970,8,9,2021,,,,1,0,0
1,1,1,43,0,0,Operator - JCB,1994,15,9,2021,31.0,12.0,2021.0,1,0,0
1,1,0,31,0,0,Unskilled Labor,1995,16,9,2021,19.0,5.0,2022.0,1,0,0
1,1,0,7,0,0,Store Keeper,2000,10,9,2021,18.0,12.0,2022.0,0,0,1
